도서관명,행정구역,주소
꿈꾸는북라이크작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 서해안로 456-8, (용담삼동)꿈꾸는 북라이크"
꿈꾸는새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 화삼북로 87, (삼양이동, 엔에이치에프제주삼화1단지)111동 1층 커뮤니티센터"
꿈썸작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 남광북3길 46-12, (이도이동)꿈썸 작은도서관"
꿈틔움새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 서호남로 92-15, (서호동, 제주서귀포혁신도시엘에이치1단지)꿈틔움도서관"
남원JC새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 남원읍 남위남성로 22, 남원jc회관1층"
남원LH새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 남원읍 남원체육관로 342, (서귀포남원엘에이치아파트)105동606호"
노형꿈틀작은도서관,제주특별자치도 제주시,제주 제주시 노형동 노형로 351
노형부영2차새마을작은도서관,제주특별자치도 제주시,제주 제주시 과원로11(노형부영2차A)
달리작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 신성로12길 21-2, (이도이동)달리작은도서관"
당오름작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 구좌읍 중산간동로 2210, 2층"
대평리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 안덕면 대평감산로 43, 대평리복지회관2층"
덕수리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 안덕면 덕수회관로 98, 덕수리 2302-5"
도남해모로새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 도남서길 14, (도남동, 도남해모로리치힐아파트)105동 1층"
도련LH새마을작은도서관,제주특별자치도 제주시,제주 제주시 도련2길14
동광해바른작은도서관,제주특별자치도 서귀포시,제주 서귀포시 안덕면동광로 100번길 12
동려작은도서관,제주특별자치도 제주시,제주 제주시 이도1동광양4길 30-1
동백동산새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 조천읍 중산간동로 1280, 동백동산새마을작은도서관"
동홍1새마을작은도서관,제주특별자치도 서귀포시,제주 서귀포시 동홍동147동흥아파트1단지내
동홍6새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 중앙로 198-9, (동홍동, 동홍6주공아파트)관리사무소1층"
동홍대림새마을작은도서관,제주특별자치도 서귀포시,제주 서귀포시 동홍동114-7 동홍대림아파트
동화새마을작은도서관,제주특별자치도 제주시,제주 제주시 화북1동동화로1길 35
두맹이작은도서관,제주특별자치도 제주시,제주 제주시 일도2동동문로 14길 16-1
뜨란채새마을작은도서관,제주특별자치도 제주시,제주 제주시 수덕로44(뜨란채아파트)
매직오브리딩작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 중산간동로 8067, (서홍동)2층"
명월리새마을작은도서관,제주특별자치도 제주시,제주 제주시 한림읍명월로 71
반딧불이 작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 연삼로 22, (연동)4층"
보목 꿈터 작은도서관,제주특별자치도 서귀포시,제주 서귀포시 보목동칠십리로 483-1(보목동복지회관2층)
복지새마을작은도서관,제주특별자치도 제주시,제주 제주시 인다12길1(아라종합사회복지관 2층)
봉성새별작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 애월읍 봉성로 75, 2층"
봉아름작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 번영로 503, (봉개동)1층"
북촌리새마을작은도서관,제주특별자치도 제주시,제주 제주시 조천읍일주동로 1514
비양리새마을작은도서관,제주특별자치도 제주시,제주 제주시 한림읍비양도길 2
사계리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 안덕면 사계중앙로 3, 사계리사무소 2층"
사람꽃작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 천수로 52, (일도이동)2층"
사평새마을작은도서관,제주특별자치도 제주시,제주 제주시 사평4길33
산남새마을작은도서관,제주특별자치도 서귀포시,제주 서귀포시 동홍동498-2
삼달리작은도서관,제주특별자치도 서귀포시,제주 서귀포시 성산읍삼달로 209
삼화LH2새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 화삼로 32, (화북이동, 제주삼화엘에이치2단지)202동"
삼화LH3새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 화삼로 110, (도련이동, 제주삼화엘에이치3단지)3단지 APT"
상가리새마을작은도서관,제주특별자치도 제주시,제주 제주시 애월읍상가중길 23
상명리새마을작은도서관,제주특별자치도 제주시,제주 제주시 한림읍상명1길 16-1
상모1리새마을작은도서관,제주특별자치도 서귀포시,제주 서귀포시 대정읍상모1리 2652-2
상모3리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 대정읍 영서중로 45-4, 상모3리복지회관2층"
상모서상동새마을작은도서관,제주특별자치도 서귀포시,제주 서귀포시 대정읍상모리 3805
상승새마을작은도서관,제주특별자치도 제주시,제주 제주시 연동사서함 64-2.
상창바람소리작은도서관,제주특별자치도 서귀포시,제주 서귀포시 안덕면한창로 102
새날 작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 광양4길 32, (이도일동)탐라장애인복지관 1층"
색달새마을작은도서관,제주특별자치도 서귀포시,제주 서귀포시 색달동29221
서광서리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 안덕면 녹차분재로59번길 42, 서광서리마을회관2층"
서광이비치는새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 안덕면 서광동로 17, 서광동리복지회관2층"
서귀포JC새마을작은도서관,제주특별자치도 제주시,제주 제주시 서귀동700-32
설문대어린이도서관,제주특별자치도 제주시,제주 제주시 연동신대로10길 48-9  2층
성읍2리 새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 표선면 성읍이리로58번길 8, "
성짓골작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 무근성1길 9, (삼도이동)2층"
세화1리새마을작은도서관,제주특별자치도 서귀포시,제주 서귀포시 표선면세화리 1123-3
소낭새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 우정로 15, (외도일동)42-7, 1층"
수산리새마을작은도서관,제주특별자치도 제주시,제주 제주시 애월읍하소로 157
신례2리 새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 남원읍 공천포로 69-1, 신례2리사무소"
신머들새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 서호남로 92-16, (서호동, 제주서귀포혁신도시엘에이치2단지)커뮤니티건물1층"
신천지새마을작은도서관,제주특별자치도 제주시,제주 제주시 천수로72
신촌리새마을작은도서관,제주특별자치도 제주시,제주 제주시 조천읍신촌서5길 63
아담한새마을작은도서관,제주특별자치도 서귀포시,제주특별자치도 서귀포시 홍중로 97(지산 오차드힐)지산오차드힐 아파트
아라스위첸새마을작은도서관,제주특별자치도 제주시,제주 제주시 아란9길22(아라스위첸A 109동)
아라아이파크새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 인다1길 20, (아라일동, 아라아이파크)107동"
아르미새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 동홍로162번길 30, (동홍동, 동홍반석아르미)관리동 2층"
연동대림새마을작은도서관,제주특별자치도 제주시,제주특별자치도 제주시 국기로 14(대림아파트)
연미새마을작은도서관,제주특별자치도 제주시,제주 제주시 연사길142 (연미마을회관 2층)
열린새마을작은도서관,제주특별자치도 제주시,제주 제주시 동화로1길10 관리동 2층
염광새마을작은도서관,제주특별자치도 제주시,제주 제주시 인다15길5-6
예래새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 열리로 80, (상예동)예래새마을금고 4층"
예원새마을작은도서관,제주특별자치도 제주시,제주 제주시 애월읍예원로 95
오도새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 오도길 31, (이호이동)오도마을복지회관"
오석새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 중동로 43-2, (서귀동)서귀포오석학교"
온평열운이작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 성산읍 온평애향로23번길 6, 온평애향로23번길 6 (4층)"
와산작은도서관,제주특별자치도 제주시,제주 제주시 조천읍중산간동로 955
외도1차부영새마을작은도서관,제주특별자치도 제주시,제주 제주시 우정로11길22
외도2차부영새마을작은도서관,제주특별자치도 제주시,제주 제주시 우평로318. 관리동 2층
외도아름새마을작은도서관,제주특별자치도 제주시,제주 제주시 우정로18길25
용흥작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 용흥로 55, (강정동)2층"
웃토산작은도서관,제주특별자치도 서귀포시,제주 서귀포시 표선면중산간동로 5570번길 2
원당작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 선사로4길 42, (삼양일동)복지회관3층"
원앙새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 원노형로 93, (노형동, 부영아파트)원앙새마을작은도서관"
월두새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 월두2길 63-1, (아라이동)2층"
월드컵새마을작은도서관,제주특별자치도 제주시,제주 제주시 서광로29길25
월림리새마을작은도서관,제주특별자치도 제주시,제주 제주시 한림읍월림7길 2
위미1리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 남원읍 위미해안로 4-4, 위미1리복지회관1층"
위미2리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 남원읍 태위로 197, 위미2리복지회관1층"
유수암리새마을작은도서관,제주특별자치도 제주시,제주 제주시 애월읍유수암로 16
이도1동새마을작은도서관,제주특별자치도 제주시,제주 제주시 중앙로25길17
이도쉐마작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 구남로 46, (이도이동)"
이도주공새마을작은도서관,제주특별자치도 제주시,제주 제주시 이도2동구남로 43
이음작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 애월읍 납읍동1길 12-1, 이음작은도서관"
일도2동새마을작은도서관,제주특별자치도 제주시,제주 제주시 신선동길15  2층
일도우성새마을작은도서관,제주특별자치도 제주시,제주 제주시 태성로3
장전리새마을작은도서관,제주특별자치도 제주시,제주 제주시 애월읍장전로 106
정든새마을작은도서관,제주특별자치도 제주시,제주 제주시 정존11길68
제주서부방음도서관,제주특별자치도 제주시,"제주특별자치도 제주시 도공로 54, (도두일동)"
제주스카우트새마을작은도서관,제주특별자치도 제주시,제주 제주시 평전3길 34-1
조수1리새마을작은도서관,제주특별자치도 제주시,제주 제주시 한경면홍수암로 565
조천리새마을작은도서관,제주특별자치도 제주시,제주 제주시 조천읍남조로 3128
종달리새마을작은도서관,제주특별자치도 제주시,제주 제주시 구좌읍종달동길 3(종달리)
중앙꿈쟁이작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 동문로 55, (서귀동)2층 중앙꿈쟁이작은도서관"
지오숲새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 중앙로195번길 7, (서홍동, 지오빌II)103동 101호"
참꽃 작은도서관,제주특별자치도 제주시,제주특별자치도 제주시 오라로16길 1(오라1동)
청수리새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 한경면 대한로 1036, 노인회관 2층"
청풍작은도서관,제주특별자치도 제주시,제주특별자치도 제주시 청풍길 131층
추자 작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 추자면 대서5길 48-21, 추자면 종합복지관 2층"
태흥1리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 남원읍 태위로 817, 태흥1리복지회관2층"
태흥2리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 남원읍 태신로 14, 태흥2리복지회관1층"
특전사새마을작은도서관,제주특별자치도 제주시,제주 제주시 오등동산153(사서함37)
판포리새마을작은도서관,제주특별자치도 제주시,제주 제주시 한경면판포4길 39
퐁낭작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 동홍중앙로 56, (동홍동)퐁낭작은도서관"
푸른열매작은도서관,제주특별자치도 제주시,제주 제주시 조천읍조천2길 6
필승새마을작은도서관,제주특별자치도 서귀포시,제주 서귀포시 대정읍상모리 모슬포우체국 사서함 9호
하가리새마을작은도서관,제주특별자치도 제주시,제주 제주시 애월읍하가로 143
하귀1리새마을작은도서관,제주특별자치도 제주시,제주 제주시 애월읍하귀10길 5
하귀휴먼시아1단지새마을작은도서관,제주특별자치도 제주시,제주 제주시 애월읍하귀9길 45(하귀휴먼시아1단지)
하늘나무도서관,제주특별자치도 제주시,"제주특별자치도 제주시 고마로1길 26, (일도이동)"
하늘새마을작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 용문로 69, (용담이동)제주종합수송지원반"
하례1리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 남원읍 하례중앙로 95, 하례1리복지회관1층"
하례2리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 남원읍 하례돈야로 83, 하례2리사무소"
하모2리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 대정읍 신영로94번길 7, 하모2리복지회관2층"
하모3리새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 대정읍 하모상가로 9, 하모3리복지회관2층"
하원애향새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 하원로19번길 20-6, (하원동)하원복지회관3층"
하효새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 하효중앙로 132, (하효동)하효복지회관3층"
한라마을 도서관,제주특별자치도 제주시,"제주특별자치도 제주시 일주동로 293-1, (삼양삼동)293-1"
한라새마을작은도서관,제주특별자치도 서귀포시,제주 서귀포시 대정읍상모리 모슬포우체국 사서함 5호
한일베라체새마을작은도서관,제주특별자치도 제주시,제주 제주시 신설로55
함덕리새마을작은도서관,제주특별자치도 제주시,제주 제주시 조천읍신북로 516
항운노조새마을작은도서관,제주특별자치도 제주시,제주 제주시 임항로191
해오름새마을작은도서관,제주특별자치도 제주시,제주 제주시 연화로16(해오름아파트) 104동
행복나눔 작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 원노형로 46, (노형동)206호"
혜성무지개새마을작은도서관,제주특별자치도 제주시,"제주 제주시 남광로65(이도이동,혜성무지개타운)"
호근새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 호근남로 6, (호근동)호근복지회관2층"
호꼼슬로작은도서관,제주특별자치도 제주시,"제주특별자치도 제주시 연수로2길 28-4, (일도이동)호꼼슬로작은도서관"
희망새마을작은도서관,제주특별자치도 서귀포시,"제주특별자치도 서귀포시 태평로512번길 9, (동홍동, 동홍3주공아파트)상가동 104호,105호"
강서기적의도서관,부산광역시 강서구,부산광역시 강서구 명지오션시티10로 80 (명지동)
고촌어울림도서관,부산광역시 기장군,부산광역시 기장군 철마면 고촌로 51
금곡도서관,부산광역시 북구,부산광역시 북구 효열로203번길 34 (금곡동)
금정도서관,부산광역시 금정구,부산광역시 금정구 금정도서관로 33 (청룡동)
기장도서관,부산광역시 기장군,부산광역시 기장군 차성동로126번길
기장디지털도서관,부산광역시 기장군,부산광역시 기장군 기장대로
남구도서관,부산광역시 남구,부산광역시 남구 수영로267번길
내리새라도서관,부산광역시 기장군,부산광역시 기장군 기장읍 기장대로 51
느티나무도서관,부산광역시 해운대구,부산광역시 해운대구 반송2동
다대도서관,부산광역시 사하구,부산광역시 사하구 다대낙조2길 9 (다대동)
대라다목적도서관,부산광역시 기장군,부산광역시 기장군 기장읍 차성서로 86
동구도서관,부산광역시 동구,부산광역시 동구 성북로36번길 54 (범일동)
동구어린이영어도서관,부산광역시 동구,부산광역시 동구 수성로 21 (수정동)
동래읍성도서관,부산광역시 동래구,부산광역시 동래구 동래로159번길 153 (칠산동)
만덕도서관,부산광역시 북구,부산광역시 북구 은행나무로 26 (만덕동)
망미도서관,부산광역시 수영구,부산광역시 수영구 연수로315번길 23 (망미동)
맨발동무도서관,부산광역시 북구,부산 북구 화명2동
반여도서관,부산광역시 해운대구,부산광역시 해운대구 재반로282번길 38 (반여동)
부산강서도서관,부산광역시 강서구,부산광역시 강서구 공항로811번길 10 (대저2동)
부산광역시 남구 분포도서관,부산광역시 남구,부산광역시 남구 분포로 97 (용호동)
부산광역시립구덕도서관,부산광역시 서구,부산광역시 서구 대신공원로
부산광역시립구포도서관,부산광역시 북구,부산광역시 북구 구포2동
부산광역시립명장도서관,부산광역시 동래구,부산광역시 동래구 명안로46번길 35 (명장동)
부산광역시립반송도서관,부산광역시 해운대구,부산광역시 해운대구 아랫반송로 22 (반송동)
부산광역시립부전도서관,부산광역시 부산진구,부산광역시 부산진구 동천로 79 (부전동)
부산광역시립사하도서관,부산광역시 사하구,부산광역시 사하구 승학로 247 (괴정동)
부산광역시립서동도서관,부산광역시 금정구,부산광역시 금정구 서부로76번길 5 (서동)
부산광역시립시민도서관,부산광역시 부산진구,부산광역시 부산진구 월드컵대로 462 (초읍동)
부산광역시립연산도서관,부산광역시 연제구,부산광역시 연제구 고분로191번길 16 (연산동)
부산광역시립중앙도서관,부산광역시 중구,부산광역시 중구 망양로193번길
부산광역시립중앙도서관분관부산영어도서관,부산광역시 부산진구,부산 부산진구
부산광역시립중앙도서관수정분관,부산광역시 동구,부산광역시 동구 홍곡로 53 (수정동)
부산광역시립해운대도서관,부산광역시 해운대구,부산광역시 해운대구 양운로 183 (좌동)
부산도서관,부산광역시 사상구,부산광역시 사상구 사상로310번길 33 (덕포동)
부산진구어린이청소년도서관,부산광역시 부산진구,부산광역시 부산진구
사상도서관,부산광역시 사상구,부산광역시 사상구 덕상로72번길
수영구도서관,부산광역시 수영구,부산광역시 수영구 남천서로
안락누리도서관,부산광역시 동래구,부산광역시 동래구 명안로10번길 64 (안락동)
연제도서관,부산광역시 연제구,부산광역시 연제구 황령산로 612 (연산동)
영도도서관,부산광역시 영도구,부산광역시 영도구 함지로79번길 6 (동삼동)
영도어린이영어도서관,부산광역시 영도구,부산 영도구 절영로
재송어린이도서관,부산광역시 해운대구,부산광역시 해운대구 해운대로76번길
정관도서관,부산광역시 기장군,부산광역시 기장군 정관읍 정관중앙로 100
정관어린이도서관,부산광역시 기장군,부산광역시 기장군 정관읍
해운대도서관 우동분관,부산광역시 해운대구,부산광역시 해운대구 우동1로
해운대인문학도서관,부산광역시 해운대구,부산광역시 해운대구 반여로 132 (반여동)
화명도서관,부산광역시 북구,부산광역시 북구 화명대로12번길
4.19 혁명기념 도서관,서울특별시 종로구,서울특별시 종로구 평동
가락몰도서관,서울특별시 송파구,서울특별시 송파구 양재대로 932 (가락동)
가온도서관,서울특별시 중구,서울특별시 중구 동호로14길
갈산도서관,서울특별시 양천구,서울특별시 양천구 목동남로 4길
강남구립 역삼푸른솔 도서관,서울특별시 강남구,서울특별시 강남구 테헤란로8길 36 (역삼동)
강남구립못골도서관,서울특별시 강남구,서울특별시 강남구 자곡로 116 (자곡동)
강남구립열린도서관,서울특별시 강남구,서울특별시 강남구 일원로 115 (일원동)
강동구립강일도서관,서울특별시 강동구,서울특별시 강동구 아리수로93길
강동구립둔촌도서관,서울특별시 강동구,서울특별시 강동구 동남로49길 21-8 (둔촌동)
강동구립성내도서관,서울특별시 강동구,서울특별시 강동구 성안로
강동구립암사도서관,서울특별시 강동구,서울특별시 강동구 고덕로20길 42 (암사동)
강동구립천호도서관,서울특별시 강동구,서울특별시 강동구 성안로31마길 1 (천호동)
강동구립해공도서관,서울특별시 강동구,서울특별시 강동구 올림픽로 702
강북문화정보도서관,서울특별시 강북구,서울특별시 강북구 오현로 145 (번동)
강북청소년문화정보도서관,서울특별시 강북구,서울특별시 강북구 삼양로 54길 68
강서구립 곰달래도서관,서울특별시 강서구,서울특별시 강서구 강서로5길 50 (화곡동)
강서구립 등빛도서관,서울특별시 강서구,서울특별시 강서구 강서로62길 48 (등촌동)
강서구립 푸른들청소년도서관,서울특별시 강서구,서울특별시 강서구 강서로45다길 71 (화곡동)
강서구립가양도서관,서울특별시 강서구,서울특별시 강서구 양천로61길
강서구립우장산숲속도서관,서울특별시 강서구,서울특별시 강서구 우현로 34 (화곡동)
강서길꽃어린이도서관,서울특별시 강서구,서울특별시 강서구 금낭화로24길
강서꿈꾸는어린이도서관,서울특별시 강서구,서울특별시 강서구 공항대로 615 (염창동)
강서영어도서관,서울특별시 강서구,서울특별시 강서구 곰달래로57가길
개봉도서관,서울특별시 구로구,서울특별시 구로구 개봉로16길
개봉어린이도서관,서울특별시 구로구,서울특별시 구로구 경인로 318-15 (개봉동)
개울건강도서관,서울특별시 양천구,서울특별시 양천구 중앙로52길
거마도서관,서울특별시 송파구,서울 송파구 거여2동
공릉행복발전소,서울특별시 노원구,서울특별시 노원구 동일로179길 22 (공릉동)
관악중앙도서관,서울특별시 관악구,서울특별시 관악구 신림로3길 35 (신림동)
광진정보도서관,서울특별시 광진구,서울특별시 광진구 아차산로78길 90 (광장동)
구로구립 온누리도서관,서울특별시 구로구,서울특별시 구로구 구로중앙로27나길 9 (구로동)
구로기적의도서관,서울특별시 구로구,서울특별시 구로구 구로중앙로40길 24 (신도림동)
구로꿈나무도서관,서울특별시 구로구,서울특별시 구로구 구로동로26길 54 2층 (구로동 741-27)
구립구산동도서관마을,서울특별시 은평구,서울특별시 은평구 연서로13길 29-23 (구산동)
구립김영삼도서관,서울특별시 동작구,서울특별시 동작구 매봉로 1 (상도1동)
구립상림도서관,서울특별시 은평구,서울특별시 은평구 진관4로 48-25 (진관동)
구립은평뉴타운도서관,서울특별시 은평구,서울특별시 은평구 진관2로 111-51 (진관동)
구립증산정보도서관,서울특별시 은평구,서울특별시 은평구 증산로5길 6 (증산동)
구의제3동도서관,서울특별시 광진구,서울특별시 광진구 강변역로
궁동어린이도서관,서울특별시 구로구,서울특별시 구로구 오리로 1352 (궁동)
글마루한옥어린이도서관,서울특별시 구로구,서울특별시 구로구 고척로27바길 7 (개봉동)
글빛도서관,서울특별시 성북구,서울특별시 성북구 길음로7길 20 (길음동)
글빛정보도서관,서울특별시 관악구,서울특별시 관악구 관악로30길 23 (봉천동)
금천구립가산도서관,서울특별시 금천구,서울특별시 금천구 가산로5길
금천구립금나래도서관,서울특별시 금천구,서울특별시 금천구 시흥대로73길
금천구립독산도서관,서울특별시 금천구,서울특별시 금천구 독산로54길 114 (독산동)
금천구립시흥도서관,서울특별시 금천구,서울특별시 금천구 금하로
꿈마을 도서관,서울특별시 구로구,서울특별시 구로구 디지털로27다길 65
남산타운문화체육센터 어린이도서관,서울특별시 중구,서울특별시 중구 다산로
내를건너서숲으로도서관,서울특별시 은평구,서울특별시 은평구 증산로17길 50 (신사동)
노원어린이도서관,서울특별시 노원구,서울특별시 노원구 한글비석로 346 (중계동)
노원정보도서관,서울특별시 노원구,서울특별시 노원구 노원로34길
논현도서관,서울특별시 강남구,서울특별시 강남구 학동로43길 17 (논현동)
달빛마루도서관,서울특별시 성북구,서울 성북구 하월곡동
대림도서관,서울특별시 영등포구,서울특별시 영등포구 도신로 27 (대림동)
대방어린이도서관,서울특별시 동작구,서울특별시 동작구 대방동길
대치도서관,서울특별시 강남구,"서울특별시 강남구 삼성로 212 (대치동, 은마아파트)"
도곡정보문화도서관,서울특별시 강남구,서울특별시 강남구 도곡로18길 57 (도곡동)
도봉기적의도서관,서울특별시 도봉구,서울특별시 도봉구 마들로 797 (도봉동)
도봉문화정보도서관,서울특별시 도봉구,서울특별시 도봉구 덕릉로 315 (창동)
도봉아이나라도서관,서울특별시 도봉구,서울특별시 도봉구 노해로69길 151 (창동)
돌마리도서관,서울특별시 송파구,서울특별시 송파구 백제고분로37길 16 (석촌동)
동대문구 답십리 도서관,서울특별시 동대문구,서울특별시 동대문구 서울시립대로4길 75 (답십리동)
동대문구정보화도서관,서울특별시 동대문구,서울특별시 동대문구 회기로10길 60 (청량리동)
동대문책마당도서관,서울특별시 동대문구,"서울특별시 동대문구 천호대로 145 (용두동), 1층"
동작어린이도서관,서울특별시 동작구,서울특별시 동작구 장승배기로16길 98 (노량진동)
둘리도서관,서울특별시 도봉구,서울특별시 도봉구 시루봉로1길 6 (쌍문동)
마포구립서강도서관,서울특별시 마포구,서울특별시 마포구 독막로 165 (창전동)
마포구립하늘도서관,서울특별시 마포구,서울특별시 마포구 월드컵로 212 (성산동)
마포중앙도서관,서울특별시 마포구,서울특별시 마포구 성산로 128 (성산동)
마포푸르메어린이도서관,서울특별시 마포구,서울특별시 마포구
명성교회도서관,서울특별시 강동구,서울특별시 강동구 명일동
목마교육도서관,서울특별시 양천구,서울특별시 양천구 목동서로 41
못골한옥어린이도서관,서울특별시 강남구,서울특별시 강남구 자곡로7길 3 (자곡동)
문래도서관,서울특별시 영등포구,서울특별시 영등포구 문래로20길 49 (문래동3가)
미감도서관,서울특별시 양천구,서울특별시 양천구 목동중앙남로 57-10 (목동)
미아문화정보도서관,서울특별시 강북구,서울특별시 강북구 솔매로49길 14 (미아동)
방배도서관,서울특별시 서초구,서울특별시 서초구 방배로 40 (방배동)
방아다리문학도서관,서울특별시 양천구,서울특별시 양천구 화곡로4길 10 (신월동)
배봉산 숲속도서관,서울특별시 동대문구,서울특별시 동대문구 전농로16길 97 (전농동)
불암도서관,서울특별시 노원구,서울특별시 노원구 중계로 106 (중계동)[*미고시]
사당솔밭도서관,서울특별시 동작구,서울특별시 동작구 솔밭로 86
삼각산어린이도서관,서울특별시 강북구,서울특별시 강북구 삼양로19길 34 (미아동)
상계문화정보도서관,서울특별시 노원구,서울시 노원구 동일로243길 57
서대문구립남가좌새롬어린이도서관,서울특별시 서대문구,서울 서대문구 남가좌2동
서대문구립이진아기념도서관,서울특별시 서대문구,서울특별시 서대문구 독립문공원길 80 (현저동)
서대문구립홍은도담도서관,서울특별시 서대문구,서울특별시 서대문구 홍은중앙로 129 (홍은동)
서울도서관,서울특별시 중구,서울특별시 중구 세종대로 110 (태평로1가)
서울특별시교육청강남도서관,서울특별시 강남구,서울특별시 강남구 선릉로116길 45 (삼성동)
서울특별시교육청강동도서관,서울특별시 강동구,서울특별시 강동구 양재대로116길 57 (길동)
서울특별시교육청강서도서관,서울특별시 강서구,서울특별시 강서구 등촌로51나길 29 (등촌동)
서울특별시교육청개포도서관,서울특별시 강남구,서울특별시 강남구 선릉로4길 30 (개포동)
서울특별시교육청고덕평생학습관,서울특별시 강동구,서울특별시 강동구 고덕로
서울특별시교육청고척도서관,서울특별시 구로구,서울특별시 구로구 고척로45길 31 (고척동)
서울특별시교육청구로도서관,서울특별시 구로구,서울특별시 구로구 공원로 15 (구로동)
서울특별시교육청남산도서관,서울특별시 용산구,서울특별시 용산구 소월로 109 (후암동)
서울특별시교육청노원평생학습관,서울특별시 노원구,서울특별시 노원구 동일로204길 13 (중계동)
서울특별시교육청도봉도서관,서울특별시 도봉구,서울특별시 도봉구 삼양로 556 (쌍문동)
서울특별시교육청동대문도서관,서울특별시 동대문구,서울특별시 동대문구 천호대로4길 22 (신설동)
서울특별시교육청동작도서관,서울특별시 동작구,서울특별시 동작구 장승배기로
서울특별시교육청마포평생학습관,서울특별시 마포구,서울특별시 마포구 홍익로2길 16 (서교동)
서울특별시교육청마포평생학습관 아현분관,서울특별시 마포구,서울특별시 마포구 마포대로 224 (아현동)
서울특별시교육청서대문도서관,서울특별시 서대문구,서울특별시 서대문구 모래내로 412 (연희동)
서울특별시교육청송파도서관,서울특별시 송파구,서울특별시 송파구 동남로 263
서울특별시교육청양천도서관,서울특별시 양천구,서울특별시 양천구 목동서로 113 (목동)
서울특별시교육청어린이도서관,서울특별시 종로구,서울특별시 종로구 사직로9길 7 (사직동)
서울특별시교육청영등포평생학습관,서울특별시 영등포구,서울특별시 영등포구 버드나루로 15길 10(당산동)
